007.pgm.atts,448,433.4149,91.8154,0.16016,0.095963
008.pgm.atts,443,538.102,123.6757,0.29818,0.094874
010.pgm.atts,399,423.5423,160.1015,0.2177,0.099356
019.pgm.atts,541,469.6494,59.3622,0.080891,0.099609
020.pgm.atts,668,800.1867,121.0198,0.40893,0.094926
101.pgm.atts,831,1331.7201,86.2072,0.40362,0.097818
103.pgm.atts,524,457.8752,87.8017,0.70745,0.099894
104.pgm.atts,657,524.4531,56.8809,0.26288,0.099526
105.pgm.atts,544,759.5644,141.285,0.36812,0.097015
108.pgm.atts,772,806.0818,116.0384,0.47193,0.0842
110.pgm.atts,922,887.0694,83.7958,0.5174,0.098766
125.pgm.atts,711,1051.119,209.6638,0.26331,0.084771
126.pgm.atts,320,750.5072,307.0136,0.63909,0.097271
131.pgm.atts,594,598.4568,103.9538,0.15839,0.098707
202.pgm.atts,902,1143.2382,45.2698,0.5106,0.096955
203.pgm.atts,627,640.9595,106.4955,0.080326,0.091357
204.pgm.atts,731,800.0567,121.6288,0.32887,0.092917
216.pgm.atts,1024,981.2453,158.7804,0.47577,0.096928
217.pgm.atts,558,913.1915,84.5274,0.19298,0.099534
217095.pgm.atts,707,1019.5355,58.0519,0.081375,0.090062
222.pgm.atts,1080,2489.5046,175.2101,0.53482,0.099463
223.pgm.atts,638,733.1028,140.9873,0.41647,0.099666
56.pgm.atts,486,724.845,151.1301,0.23503,0.095393
S003I005.PGM.atts,425,717.6957,202.7042,0.244,0.099619
S003I007.pgm.atts,373,72.8726,169.534,0.15601,0.099482
S004I001.PGM.atts,408,98.4769,177.3949,0.4039,0.099337
S004I003.PGM.atts,383,-1,-1,-1,-1
S004I004.PGM.atts,411,104.3312,271.2331,0.036896,0.092096
S004I006.PGM.atts,503,326.6157,266.0607,0.26333,0.098249
S004I007.PGM.atts,457,212.7081,287.8408,0.014725,0.096891
S004I008.PGM.atts,458,213.5545,266.6531,0.15872,0.097174
S004I00C.PGM.atts,361,792.2117,240.4801,0.34016,0.093848
S004I00D.PGM.atts,455,198.4963,297.1326,0.054709,0.094329
S004I00E.PGM.atts,683,983.0875,65.6958,0.50712,0.094642
S005I001.pgm.atts,396,-1,-1,-1,-1
S005I002.pgm.atts,389,76.2534,134.9837,0.27079,0.097889
S005I003.pgm.atts,381,449.4747,125.1169,0.1428,0.097028
S005I004.pgm.atts,323,112.2603,20.2045,0,0.092746
S005I005.pgm.atts,385,98.1029,252.6455,0.12207,0.09536
S005I006.pgm.atts,422,174.9223,266.7468,0.47716,0.099706
