007.pgm.atts,448,675.2953,44.9729,0.83104,0.098137
008.pgm.atts,443,904.4045,264.151,0.65553,0.097514
010.pgm.atts,399,841.1027,221.797,0.72645,0.097312
019.pgm.atts,541,1238.2833,275.3921,0.78137,0.072287
020.pgm.atts,668,800.1867,144.9562,0.68988,0.085136
101.pgm.atts,831,1331.7201,232.5403,0.33881,0.078312
103.pgm.atts,524,457.8752,124.4431,0.42718,0.10108
104.pgm.atts,657,524.4531,153.5181,0.52833,0.082906
105.pgm.atts,544,1271.8948,302.2813,0.6398,0.099009
108.pgm.atts,772,806.0818,166.0764,0.58684,0.0961
110.pgm.atts,922,887.0694,198.118,0.68386,0.09651
125.pgm.atts,711,600.6289,141.5641,0.42313,0.093016
126.pgm.atts,320,750.5072,174.6249,0.78697,0.09703
131.pgm.atts,594,598.4568,131.1399,0.7964,0.097771
202.pgm.atts,902,1143.2382,279.4526,0.5477,0.094348
203.pgm.atts,627,1265.9726,214.5183,0.62961,0.094104
204.pgm.atts,731,800.0567,172.2231,0.67442,0.097894
216.pgm.atts,1024,981.2453,287.8973,0.48507,0.096571
217.pgm.atts,558,1090.9047,239.1806,0.79711,0.091124
217095.pgm.atts,707,1019.5355,198.1533,0.56437,0.082333
222.pgm.atts,1080,2489.5046,359.5891,0.63537,0.096165
223.pgm.atts,638,733.1028,144.4241,0.54048,0.081343
56.pgm.atts,486,938.8748,183.4658,0.88627,0.098516
S003I005.PGM.atts,425,717.6957,162.8818,0.62925,0.090669
S003I007.pgm.atts,373,881.285,204.7837,0.7849,0.098359
S004I001.PGM.atts,408,787.8135,170.222,0.83153,0.098997
S004I003.PGM.atts,383,770.489,208.1733,0.43332,0.11796
S004I004.PGM.atts,411,870.101,222.2059,0.62045,0.10902
S004I006.PGM.atts,503,1328.9307,262.4746,0.80883,0.096531
S004I007.PGM.atts,457,1105.4715,231.91,0.80602,0.098635
S004I008.PGM.atts,458,213.5545,168.951,0.73354,0.097575
S004I00C.PGM.atts,361,792.2117,189.2051,0.75647,0.14009
S004I00D.PGM.atts,455,198.4963,229.9249,0.75387,0.09718
S004I00E.PGM.atts,683,983.0875,298.5786,0.61199,0.081092
S005I001.pgm.atts,396,1595.0649,346.3612,0.6083,0.092377
S005I002.pgm.atts,389,76.2534,179.5433,0.72588,0.080614
S005I003.pgm.atts,381,449.4747,99.6042,0.83764,0.098518
S005I004.pgm.atts,323,1399.6564,355.0893,0.66308,0.32863
S005I005.pgm.atts,385,98.1029,179.752,0.74592,0.095018
S005I006.pgm.atts,422,174.9223,166.3433,0.8561,0.099379
S005I007.pgm.atts,388,134.5684,158.9033,0.65133,0.11071
S005I008.pgm.atts,384,1687.07,353.0171,0.51024,0.097017
S005I009.pgm.atts,367,95.6819,171.2619,0.6532,0.16414
S005I00A.PGM.atts,235,1140.4564,285.5056,0.72391,0.29754
S005I00B.PGM.atts,454,233.3339,225.4165,0.81105,0.091262
S005I00C.PGM.atts,455,263.3353,112.0658,0.81573,0.13994
S006I008.PGM.atts,341,49.6456,179.9218,0.70014,0.14476
S006I009.PGM.atts,406,113.5541,209.1357,0.90773,0.099795
S006I00A.PGM.atts,429,454.3948,130.4593,0.74561,0.096483
S006I00B.PGM.atts,340,1353.3737,277.5547,0.66862,0.25038
S006I00E.PGM.atts,444,1672.9372,324.0618,0.7788,0.099263
S006I015.PGM.atts,329,1263.5202,280.1347,0.87065,0.27717
S006I016.PGM.atts,322,1343.6077,237.202,0.58884,0.16298
S006I017.PGM.atts,338,1373.2159,288.3572,0.51675,0.22552
S006I018.PGM.atts,347,1415.2109,252.0425,0.64811,0.14598
S006I019.PGM.atts,365,1449.6742,324.9849,0.79423,0.3499
S006I01A.PGM.atts,336,1447.2963,269.5656,0.72587,0.11893
airfield.pgm.atts,903,977.0853,198.8582,0.56925,0.097634
airfield_edges.pgm.atts,1190,3441.8711,491.3525,0.9991,0.053241
airplane.pgm.atts,525,161.5678,263.9639,0.7442,0.23654
boatbilledheron.pgm.atts,257,1210.6837,240.8315,0.59407,0.10019
buildings.pgm.atts,699,534.6175,378.9349,0.2409,0.099467
coffee.pgm.atts,494,113.8512,230.9185,0.75321,0.095819
collarlemur.pgm.atts,75,3.1281,16.2972,0.65456,0.20221
colobus.pgm.atts,87,7.5533,20.7929,0.73688,0.12309
dog1.pgm.atts,457,66.6108,59.7862,0.80863,0.099993
dog2.pgm.atts,544,258.3871,239.828,0.75886,0.086609
dog3.pgm.atts,619,432.2935,325.8641,0.68086,0.085621
